Module	Gene1	Gene2
M3	FLNC	PCDHA6
M3	IRF8	CDK5R2
M3	IRF8	PCDHA6
M3	BRD1	SH3GL2
M3	ITGA7	PCDHA6
M3	PDE3A	SH3GL2
M3	ERBB3	SPESP1
M3	ERBB3	SHANK1
M3	CAMK1	SH3GL2
M3	GPS2	SH3GL2
M3	COMMD9	SH3GL2
M3	PRLR	GNG3
M3	PRLR	SH3GL2
M3	FIBP	SPESP1
M3	KRT73	SH3GL2
M3	SERPING1	SH3GL2
M3	CRHBP	PCDHA6
M3	IL17A	SST
M3	LONP1	VWA5B2
M3	ARF6	PDE1A
M3	ARF6	SHANK1
M3	CNRIP1	SH3GL2
M3	EHD1	SST
M3	MAD2L2	VWA5B2
M3	PTPRU	CAMSAP3
M3	S100A16	CAMSAP3
M3	S100A16	VWA5B2
M3	S100A16	SHANK1
M3	PZP	SPESP1
M3	MTBP	SST
M3	MTBP	SPESP1
M3	WDR36	SH3GL2
M3	CD36	CKMT1A
M3	CD36	SEZ6
M3	CD36	NAP1L2
M3	NCAPH	SST
M3	MPP2	DRD1
M3	CHD7	CHGB
M3	DNAJC5	CAMSAP3
M3	DNAJC5	CHGB
M3	UGCG	SH3GL2
M3	MRTO4	SST
M3	LHX2	CAMKV
M3	OLIG2	CPNE7
M3	MB	CAMSAP3
M3	BAZ1A	SH3GL2
M3	BAZ1A	CHGB
M3	HMGCR	NAP1L2
M3	NDUFAF1	CAMSAP3
M3	NDUFAF1	CACNA2D3
M3	ZNF639	CAMSAP3
M3	MCM4	CACNA2D3
M3	STXBP3	SST
M3	SNRK	CACNA2D3
M3	TNPO2	VWA5B2
M3	GPN1	CAMSAP3
M3	NR2F2	CHGB
M3	AIRE	CAMSAP3
M3	AIRE	CAMK1G
M3	ATP1A3	KCNIP4
M3	ATP1A3	SLC7A7
M3	ATP1A3	RAB4A
M3	ATP1A3	DUSP7
M3	ATP1A3	TGFB2
M3	ATP1A3	MMRN2
M3	ATP1A3	HDAC5
M3	ATP1A3	LYPLAL1
M3	ATP1A3	MAST4
M3	ATP1A3	METTL20
M3	ATP1A3	SMIM3
M3	ATP1A3	PAPOLG
M3	ATP1A3	TNC
M3	ATP1A3	PPFIA4
M3	ATP1A3	HIST1H1E
M3	ATP1A3	NMRAL1
M3	ATP1A3	C9orf89
M3	ATP1A3	CCDC158
M3	ATP1A3	FBXL12
M3	ATP1A3	GYS1
M3	ATP1A3	ST8SIA6
M3	ATP1A3	SUDS3
M3	ATP1A3	GAN
M3	ATP1A3	LRRIQ3
M3	ATP1A3	FOXL2
M3	ATP1A3	PRL
M3	ATP1A3	SMC5
M3	ATP1A3	BTG2
M3	ATP1A3	TXNRD3
M3	ATP1A3	CLOCK
M3	ATP1A3	TMOD3
M3	ATP1A3	ZNF878
M3	ATP1A3	CDKN3
M3	ATP1A3	IARS2
M3	ATP1A3	IL1RAPL1
M3	ATP1A3	AGL
M3	ATP1A3	MLNR
M3	ATP1A3	CREBBP
M3	ATP1A3	ARHGEF7
M3	ATP1A3	LIF
M3	ATP1A3	BAIAP2
M3	ATP1A3	ASGR2
M3	ATP1A3	ANGPTL6
M3	ATP1A3	LRAT
M3	ATP1A3	IL17RA
M3	ATP1A3	ST6GALNAC2
M3	ATP1A3	TPH1
M3	ATP1A3	RND3
M3	ATP1A3	SEC24A
M3	ATP1A3	WDR18
M3	ATP1A3	NKX2-1
M3	ATP1A3	PDE6D
M3	ATP1A3	CERS1
M3	ATP1A3	NCF2
M3	ATP1A3	RORB
M3	ATP1A3	NDUFB1
M3	ATP1A3	SPRYD4
M3	ATP1A3	C9orf78
M3	ATP1A3	AKAP8L
M3	ATP1A3	TCEB2
M3	ATP1A3	KLF5
M3	ATP1A3	THEM4
M3	ATP1A3	EXOC7
M3	ATP1A3	GPRIN2
M3	ATP1A3	KLF9
M3	ATP1A3	TAF1B
M3	ATP1A3	DYNLL1
M3	ATP1A3	SLC27A3
M3	ATP1A3	NSD1
M3	ATP1A3	STX6
M3	ATP1A3	PRKRA
M3	ATP1A3	KIF4A
M3	ATP1A3	LMCD1
M3	MIA3	CAMSAP3
M3	MIA3	CACNG3
M3	CNOT6	GRIN1
M3	CNOT6	GRIN2B
M3	CNOT6	PNOC
M3	NBN	VWA5B2
M3	NBN	NAP1L2
M3	DEDD	ST6GALNAC5
M3	DDR1	CACNA2D3
M3	THRB	CACNA2D3
M3	ATOX1	CAMSAP3
M3	ATOX1	CACNA2D3
M3	ELOVL7	VWA5B2
M3	VAMP2	CPNE7
M3	KRT80	PRKCG
M3	RMND5A	CHGB
M3	RMND5A	ST6GALNAC5
M3	RMND5A	NAP1L2
M3	TFF3	CAMSAP3
M3	TFF3	NAP1L2
M3	IVL	CDKL2
M3	IVL	CHGB
M3	KCNS3	ST6GALNAC5
M3	KCNS3	NAP1L2
M3	PALLD	CAMSAP3
M3	PALLD	VWA5B2
M3	PALLD	TCERG1L
M3	CNEP1R1	TCERG1L
M3	CCNE2	CHGB
M3	CABLES1	VWA5B2
M3	CABLES1	CAMKV
M3	MCFD2	CHGB
M3	MCFD2	ATP2B3
M3	DDIT4L	SH3GL2
M3	KRT72	CHGB
M3	EEF1B2	ICAM5
M3	SALL4	SH3GL2
M3	DAW1	CKMT1A
M3	PABPC3	CAMKV
M3	SERTAD4	NOL3
M3	FDFT1	FGF9
M3	GRIN1	PGR
M3	GRIN1	TAF3
M3	GRIN1	SPATA13
M3	GRIN1	SCGB3A2
M3	GRIN1	S100A13
M3	GRIN1	SLBP
M3	GRIN1	DES
M3	GRIN1	RSL1D1
M3	GRIN1	ZADH2
M3	GRIN1	RASSF5
M3	GRIN1	KDM5A
M3	ZBTB14	FGF9
M3	UHRF2	SH3GL2
M3	RGPD5	SH3GL2
M3	MCAM	SH3GL2
M3	ICAM5	KDM5A
M3	ICAM5	ANKHD1
M3	BST2	PCDHA6
M3	MASP2	SH3GL2
M3	CRISP3	SEZ6
M3	ACAA1	SH3GL2
M3	IGSF8	SEZ6
M3	LNP1	PCDHA6
M3	FRMD4A	SEZ6
M3	RYBP	SH3GL2
M3	PIAS2	PCDHA6
M3	RNH1	FGF9
M3	POLR2G	FGF9
M3	POLR2G	SEZ6
M3	TLK2	SH3GL2
M3	NEURL4	SH3GL2
M3	KCNIP4	FGF9
M3	POLR3A	PCDHA6
M3	CXADR	SEZ6
M3	PBX1	SH3GL2
M3	ACVR2B	CAMSAP3
M3	BRD7	SH3GL2
M3	BRD7	SEZ6
M3	ACTL6B	APBB1IP
M3	ACTL6B	IMPDH2
M3	ACTL6B	KCNJ11
M3	ACTL6B	ZFP1
M3	ACTL6B	SIN3B
M3	ACTL6B	TMEM192
M3	ACTL6B	LRRC42
M3	ACTL6B	SLC25A15
M3	ACTL6B	PPM1A
M3	ACTL6B	PGAM4
M3	ACTL6B	AZU1
M3	ACTL6B	ARAP1
M3	DBF4	SST
M3	VAPA	PCDHA6
M3	RUFY2	IRS4
M3	RGS17	LIN28B
M3	BMPR1A	FGF9
M3	IRF3	PCDHA6
M3	KIF21B	DRD1
M3	KIF21B	PCDHA6
M3	CREBZF	PCDHA6
M3	CREBZF	NAP1L2
M3	STON2	PCDHA6
M3	STON2	SEZ6
M3	STON2	NAP1L2
M3	PROSER1	NAP1L2
M3	CDH8	NAP1L2
M3	ISL2	PCDHA6
M3	NDUFA9	NAP1L2
M3	OLIG3	NAP1L2
M3	PPP1R9B	PCDHA6
M3	PEX2	NAP1L2
M3	HSD17B10	PCDHA6
M3	CTSA	SH3GL2
M3	DPY30	NAP1L2
M3	KDM3B	NAP1L2
M3	SORL1	PCDHA6
M3	SORL1	NAP1L2
M3	RRAS	NAP1L2
M3	RPS15A	CAMSAP3
M3	RPS15A	PCDHA6
M3	SDCCAG8	IRS4
M3	SDCCAG8	NAP1L2
M3	SEC13	CAMSAP3
M3	SEC13	PCDHA6
M3	RELA	CDKL2
M3	RELA	CHGB
M3	RELA	SEZ6
M3	RELA	SHANK1
M3	CUL7	LIN28B
M3	IRX4	DRD1
M3	IRX4	FGF9
M3	IRX4	NAP1L2
M3	RGS19	SEZ6
M3	DLC1	NAP1L2
M3	ARL6IP1	CAMSAP3
M3	ARL6IP1	FGF9
M3	ARL6IP1	NAP1L2
M3	USP49	CDKL2
M3	USP49	SEZ6
M3	LSAMP	CAMSAP3
M3	NFIB	PCDHA6
M3	MCM5	CAMSAP3
M3	MCM5	CACNG3
M3	ABCE1	NAP1L2
M3	ARPC1B	DRD1
M3	ARPC1B	NAP1L2
M3	MYBL2	PCDHA6
M3	MYBL2	ST6GALNAC5
M3	COLGALT1	FGF9
M3	RNF24	CACNA2D3
M3	NINL	SEZ6
M3	FAR1	PDE1A
M3	LCOR	CDKL2
M3	LCOR	CHGB
M3	LCOR	ATP2B3
M3	FBLIM1	FGF9
M3	FBLIM1	NGEF
M3	FBLIM1	NAP1L2
M3	TAF6	SEZ6
M3	PIP5KL1	NAP1L2
M3	WFDC5	CAMSAP3
M3	WFDC5	ST6GALNAC5
M3	WFDC5	TCERG1L
M3	RPL11	TCERG1L
M3	GATA5	CAMSAP3
M3	GATA5	NAP1L2
M3	GATA5	TCERG1L
M3	NARFL	SH3GL2
M3	CSTF2T	ST6GALNAC5
M3	REG1A	SYT4
M3	REG1A	NAP1L2
M3	PPFIA1	CAMSAP3
M3	PPFIA1	FGF9
M3	WDR83	CAMSAP3
M3	BCL6	CAMSAP3
M3	TRIM29	CAMSAP3
M3	CTSG	CAMSAP3
M3	DYNC2H1	CAMSAP3
M3	RABIF	CAMSAP3
M3	F7	CAMSAP3
M3	SMYD2	CAMSAP3
M3	CD209	CAMSAP3
M3	FIZ1	CAMSAP3
M3	RPL26	CAMSAP3
M3	KIF13B	CAMSAP3
M3	ANKRD13A	CAMSAP3
M3	ITPR1	CAMSAP3
M3	BEND3	CAMSAP3
M3	BEND3	NAP1L2
M3	NCK1	TBX5
M3	NCK1	CDKL2
M3	NCK1	CHGB
M3	NOLC1	CAMSAP3
M3	DPM1	CAMSAP3
M3	DPM1	NAP1L2
M3	STK39	CAMSAP3
M3	CRYAA	CAMK1G
M3	MYOC	CAMSAP3
M3	STK19	CAMSAP3
M3	IFNE	CAMSAP3
M3	COPS7B	CAMSAP3
M3	COPS7B	NAP1L2
M3	AVEN	CAMSAP3
M3	TOE1	CAMSAP3
M3	NSMF	CAMSAP3
M3	ADRBK1	CAMSAP3
M3	TNIP1	CAMSAP3
M3	TGS1	CAMSAP3
M3	TGS1	CDKL2
M3	PKN3	CAMSAP3
M3	SLC4A1	CAMSAP3
M3	RAB4A	CAMSAP3
M3	H3F3A	CAMSAP3
M3	DNAJA4	CAMSAP3
M3	PTN	CAMSAP3
M3	PTN	CHGB
M3	PNP	CAMSAP3
M3	ANKRD40	CAMSAP3
M3	CCT4	CAMSAP3
M3	HOXB9	CAMSAP3
M3	HOXB9	SHANK1
M3	TAGLN	CAMSAP3
M3	HIST1H2AM	GLRA2
M3	LIN37	CAMSAP3
M3	LIN37	CDK5R2
M3	ANG	CAMSAP3
M3	GPRC5C	CAMSAP3
M3	F11R	CAMSAP3
M3	F11R	SHANK1
M3	MSH5	CAMSAP3
M3	MYOD1	CAMSAP3
M3	C18orf32	CAMSAP3
M3	TTBK2	CAMSAP3
M3	GDNF	CAMSAP3
M3	FBXL4	CAMSAP3
M3	ABCG8	CAMSAP3
M3	ATP6V1G1	CAMSAP3
M3	UBE2M	ST6GALNAC5
M3	UBE2M	GLRA2
M3	CNTLN	CAMSAP3
M3	FAM83G	CAMSAP3
M3	PSMD4	CAMSAP3
M3	PSMD4	CDKL2
M3	TP53RK	CAMSAP3
M3	TXNL1	TBX5
M3	TXNL1	CAMSAP3
M3	TXNL1	ST6GALNAC5
M3	TXNL1	NAP1L2
M3	EPHA1	CAMSAP3
M3	EPHA1	NAP1L2
M3	VASP	NAP1L2
M3	VASP	TCERG1L
M3	GUSB	CAMSAP3
M3	N4BP2	TCERG1L
M3	UHMK1	ST6GALNAC5
M3	UHMK1	ATP2B3
M3	UHMK1	TCERG1L
M3	GTF3A	CAMSAP3
M3	GTF3A	NAP1L2
M3	CHD6	CAMSAP3
M3	DPF1	CAMSAP3
M3	CNTFR	SH3GL2
M3	CNTFR	CDKL2
M3	CNTFR	CHGB
M3	CNTFR	CACNG3
M3	CNTFR	ST6GALNAC5
M3	CNTFR	CACNA2D3
M3	CNTFR	TCERG1L
M3	GALT	CAMSAP3
M3	LPP	SST
M3	SNAPC4	CAMSAP3
M3	SNAPC4	NAP1L2
M3	SNAPC4	TCERG1L
M3	SPICE1	CAMSAP3
M3	SPICE1	TCERG1L
M3	MYCBP	TCERG1L
M3	RAMP1	SYT2
M3	RAMP1	SYT1
M3	RAMP1	PRDM8
M3	RAMP1	CALY
M3	UPF3A	SYT2
M3	USP33	NAP1L2
M3	CYP11A1	SYT4
M3	CYP11A1	NAP1L2
M3	PPP1R1B	SYT4
M3	PPP1R1B	NAP1L2
M3	PHB	SYT4
M3	FUT4	SYT4
M3	IL1RAP	SYT4
M3	IL1RAP	DIRAS2
M3	IL1RAP	CPNE7
M3	IL1RAP	CKMT1A
M3	IL1RAP	VWA5B2
M3	IL1RAP	ST6GALNAC5
M3	IL1RAP	DOC2B
M3	IL1RAP	ATP2B3
M3	IL1RAP	CACNA2D3
M3	IL1RAP	SLC17A7
M3	IL1RAP	GLRA2
M3	TUBA1C	ATP2B3
M3	TNS1	GLRA2
M3	GJD4	TBX5
M3	GJD4	NAP1L2
M3	TEP1	IRS4
M3	RSPO4	PRDM2
M3	RSPO4	RANBP10
M3	RSPO4	RFX3
M3	RSPO4	IGFBP1
M3	RSPO4	TBC1D8
M3	RSPO4	IFNA16
M3	RSPO4	CEL
M3	POU2AF1	CPNE7
M3	CCR4	IRS4
M3	CCR4	CACNG3
M3	CCR4	ST6GALNAC5
M3	CCR4	ATP2B3
M3	CCR4	NAP1L2
M3	CCR4	CALY
M3	APBB1IP	DIRAS2
M3	APBB1IP	CACNG3
M3	APBB1IP	ATP2B3
M3	NMT2	SST
M3	NMT2	CPNE7
M3	SYT2	CYP24A1
M3	SYT2	APOC3
M3	SYT2	EIF2A
M3	VPS72	CAMK1G
M3	VPS72	CDKL2
M3	VPS72	CACNA2D3
M3	CD2AP	ST6GALNAC5
M3	CD2AP	ATP2B3
M3	MAP7D3	ST6GALNAC5
M3	MAP7D3	CACNA2D3
M3	RCAN3	ST6GALNAC5
M3	KDM3A	TBX5
M3	KDM3A	ST6GALNAC5
M3	KDM3A	ATP2B3
M3	KDM3A	NAP1L2
M3	KDM3A	CACNA2D3
M3	RPL35A	ELAVL2
M3	RPL35A	CALY
M3	PINK1	CBLN4
M3	PVR	DLGAP2
M3	SNRPB2	JAKMIP1
M3	SNRPB2	CBLN4
M3	CEP97	DLGAP2
M3	CEP97	CACNG3
M3	DDX11	DLGAP2
M3	CARS	DLGAP2
M3	LONP2	DLGAP2
M3	BBC3	ASIC2
M3	BBC3	DLGAP2
M3	SHC2	DLGAP2
M3	SHC2	NAP1L2
M3	CCL5	DLGAP2
M3	CCL5	NAP1L2
M3	XK	IRS4
M3	MUSTN1	JAKMIP1
M3	MYOZ3	DRD1
M3	TAF7	DRD1
M3	TAF7	FGF9
M3	LMAN1	DRD1
M3	PXMP2	DRD1
M3	SYTL1	DRD1
M3	SORBS1	DRD1
M3	BANF1	DRD1
M3	RAB27B	DRD1
M3	H2BFM	DRD1
M3	ZNRF3	PRKCG
M3	ZNRF3	CDK5R2
M3	ZNRF3	FGF9
M3	ZNRF3	ATP2B3
M3	ZNRF3	TCERG1L
M3	MAPK8IP1	NAP1L2
M3	PER1	NAP1L2
M3	ANAPC7	SST
M3	ANAPC7	DOC2B
M3	ANAPC7	NAP1L2
M3	SETD1A	CAMSAP3
M3	SETD1A	NAP1L2
M3	KDM5B	NAP1L2
M3	PSCA	NAP1L2
M3	AMMECR1L	NAP1L2
M3	MRGBP	NAP1L2
M3	BIRC7	NAP1L2
M3	TBXA2R	NAP1L2
M3	RHOG	CAMSAP3
M3	RHOG	NAP1L2
M3	TRIB2	NAP1L2
M3	VIP	NAP1L2
M3	GABRR1	NAP1L2
M3	ANKS1A	NAP1L2
M3	DUSP7	NAP1L2
M3	FAM71F1	NAP1L2
M3	EEF1A2	NAP1L2
M3	ULBP2	NAP1L2
M3	EIF3I	NAP1L2
M3	WSB2	NAP1L2
M3	WDR48	NAP1L2
M3	PSIP1	NAP1L2
M3	CREB3L1	NAP1L2
M3	ADAM10	NAP1L2
M3	LRRC7	ZNF106
M3	LRRC7	AVL9
M3	DRD1	SETD6
M3	DRD1	PITX1
M3	DRD1	HHEX
M3	DRD1	STK38L
M3	DRD1	BTBD2
M3	DRD1	RPS6KC1
M3	DRD1	SYNE1
M3	DRD1	USP22
M3	DRD1	ST7L
M3	DRD1	CTRL
M3	GNG3	HSPA2
M3	GNG3	LENG8
M3	GNG3	RALGAPB
M3	GNG3	MYBPC3
M3	GNG3	RPS6KA3
M3	GNG3	MRS2
M3	MT1F	CELF3
M3	RADIL	GABRA5
M3	SST	SLC18A2
M3	SST	FASLG
M3	SST	ZNF2
M3	SST	DES
M3	SST	RSL1D1
M3	SST	PCSK4
M3	SST	HSPA2
M3	SST	UBE2H
M3	SST	KIFC1
M3	SST	FKBPL
M3	SST	RPS6KA3
M3	SST	PAIP2
M3	SST	MYADM
M3	PABPC4	PNOC
M3	PRMT8	BTBD2
M3	PRMT8	MICALCL
M3	PRMT8	GAA
M3	PRMT8	GSK3A
M3	CEP72	SH3GL2
M3	NKRF	CDKL2
M3	NKRF	PDE1A
M3	SS18	PNOC
M3	SS18	CELF3
M3	CAMK2B	PPP4R4
M3	ITGB1	C11orf87
M3	SPATA13	C11orf87
M3	SCGB3A2	ST6GALNAC5
M3	SCGB3A2	ATP2B3
M3	S100A13	IRS4
M3	MST1R	NAP1L2
M3	GDF6	TAT
M3	GDF6	RORC
M3	ASIC2	PODXL
M3	ASIC2	EAF1
M3	ASIC2	KDM6B
M3	LIN28B	SCARA3
M3	LIN28B	PCNT
M3	LIN28B	DMXL2
M3	LIN28B	TACR1
M3	LIN28B	HDAC5
M3	PRKD2	ADRA2C
M3	SCOC	VWA5B2
M3	HOXA3	DOC2B
M3	XPO1	CAMK1G
M3	NAT10	PDE1A
M3	C2	ADRA2C
M3	SCN1A	DOC2B
M3	SCN1A	CACNA2D3
M3	MTHFD2	CAMK1G
M3	CEP55	CAMK1G
M3	DUSP1	CACNA2D3
M3	PDE4A	NAP1L2
M3	ADORA2A	PRDM8
M3	ADORA2A	SPHKAP
M3	ADORA2A	CALB2
M3	FCHSD1	ATP2B3
M3	ZNF2	ATP2B3
M3	VPS11	CDK5R2
M3	DES	CDK5R2
M3	RSL1D1	IRS4
M3	ZADH2	CRB1
M3	ZADH2	CALY
M3	TBX5	RABGAP1
M3	TBX5	TAF7L
M3	TBX5	CTGF
M3	TBX5	ADAM15
M3	SNUPN	SPESP1
M3	MSN	VWA5B2
M3	F8A1	VWA5B2
M3	RUSC1	VWA5B2
M3	HFE	CUX2
M3	HFE	UBXN10
M3	PCBD1	CDK5R2
M3	AHCTF1	CDK5R2
M3	LIG1	CDK5R2
M3	TRAF5	CDK5R2
M3	OTUB2	CALY
M3	TCF3	CALY
M3	JUN	CDK5R2
M3	JUN	CBLN1
M3	JUN	CALY
M3	PADI4	CALY
M3	DEK	ST6GALNAC5
M3	DEK	CALY
M3	SCARA3	KCNA1
M3	DCAF17	CACNG3
M3	DCAF17	GLRA2
M3	SYT4	FOLR3
M3	SYT4	RPE
M3	GTPBP3	DLGAP2
M3	CASP10	DLGAP2
M3	API5	GABRB1
M3	CEP57	JAKMIP1
M3	CEP57	PRDM8
M3	CEP57	FGF5
M3	TIAL1	SPHKAP
M3	SUN1	PRDM8
M3	SUN1	SPHKAP
M3	USF2	PENK
M3	CACYBP	PRDM8
M3	CACYBP	SPHKAP
M3	EPN2	PRDM8
M3	EPN2	SPHKAP
M3	MCRS1	NAP1L2
M3	CDC14A	SH3GL2
M3	CDC14A	NAP1L2
M3	SGOL2	NAP1L2
M3	TARBP2	NAP1L2
M3	CLN3	ZNF385B
M3	NPHS2	ZNF385B
M3	CDCA4	SPESP1
M3	RIC8A	PDE1A
M3	GRIN2B	IL18
M3	GRIN2B	EPHB6
M3	GRIN2B	GID8
M3	GRIN2B	LILRB1
M3	GRIN2B	SLC15A1
M3	PNOC	PDLIM7
M3	PNOC	HMGN1
M3	PNOC	LNX1
M3	PNOC	ESRRG
M3	PNOC	INO80C
M3	PNOC	INO80B
M3	TRMT11	DOC2B
M3	TRMT11	CALY
M3	FOLR3	KCNJ4
M3	FOLR3	KCNA1
M3	FOLR3	SH3GL2
M3	FOLR3	SPESP1
M3	FOLR3	PDYN
M3	FOLR3	GABRB1
M3	FOLR3	CACNG3
M3	FOLR3	SEZ6
M3	FOLR3	NAP1L2
M3	FOLR3	CACNA2D3
M3	FOLR3	FGF5
M3	FOLR3	PCP4
M3	FOLR3	GABRA5
M3	FOLR3	PDE1A
M3	FOLR3	CAMKV
M3	FOLR3	UBXN10
M3	FOLR3	PCDHA13
M3	FOLR3	LY6H
M3	EPHX1	ELAVL2
M3	PDLIM7	CELF3
M3	HOXD13	CELF3
M3	GABRB2	MAGI1
M3	GABRB2	GNG5
M3	GABRB2	AK4
M3	KCNJ8	SPESP1
M3	LGR5	VWA5B2
M3	MARCH4	BTF3
M3	MARCH4	MED12L
M3	MARCH4	CDKN2D
M3	ARL5A	KCNA1
M3	KCNK9	KCNA1
M3	ECEL1	KCNA1
M3	PRPF4	KCNA1
M3	A1CF	KCNA1
M3	DGCR14	CACNG3
M3	DGCR14	ST6GALNAC5
M3	DGCR14	CACNA2D3
M3	DGCR14	CALY
M3	C1orf94	ST6GALNAC5
M3	C1orf94	ATP2B3
M3	C1orf94	NAP1L2
M3	ARL13A	IRS4
M3	ARL13A	CKMT1A
M3	ARL13A	NAP1L2
M3	H1FX	KCNA1
M3	BAIAP2L1	CPNE7
M3	BAIAP2L1	CAMK1G
M3	BAIAP2L1	ST6GALNAC5
M3	BAIAP2L1	ATP2B3
M3	BAIAP2L1	NAP1L2
M3	BAIAP2L1	CALY
M3	UNKL	SH3GL2
M3	MMACHC	GLRA2
M3	SGCE	DOC2B
M3	NR0B2	PCDH8
M3	EPHB1	PCDH8
M3	HYPK	PCDH8
M3	TRIM56	PCDH8
M3	ACTR10	PCDH8
M3	CYSTM1	PCDH8
M3	POLE	PCDH8
M3	ARID3A	PCDH8
M3	SVIP	PCDH8
M3	EIF3K	PCDH8
M3	SCYL1	PCDH8
M3	SNX30	SLC13A5
M3	DLGAP4	PCDH8
M3	TIGIT	ST6GALNAC5
M3	KIFC1	CHGB
M3	KIFC1	ATP2B3
M3	SRR	IRS4
M3	SRR	ST6GALNAC5
M3	SRR	NAP1L2
M3	DCBLD1	CELF4
M3	DCBLD1	ST6GALNAC5
M3	LRRC23	CBLN1
M3	CLEC17A	RBFOX3
M3	CABP4	CBLN1
M3	KCNJ4	SCMH1
M3	KCNJ4	CES1
M3	KCNJ4	ADCY2
M3	TTC1	RBFOX3
M3	TWSG1	ZNF385B
M3	BRAF	CBLN1
M3	CAMSAP3	ARL3
M3	CAMSAP3	LY6G6F
M3	CAMSAP3	LUZP1
M3	CAMSAP3	LPAR4
M3	CAMSAP3	ADRB1
M3	CAMSAP3	GLMN
M3	CAMSAP3	PDCD7
M3	CAMSAP3	POLR3H
M3	CAMSAP3	JMJD6
M3	CAMSAP3	CEP250
M3	CAMSAP3	SCNM1
M3	PSMC6	PRDM8
M3	ZNF274	PRDM8
M3	MOV10	CPNE7
M3	LIN28A	CAMKV
M3	CFP	PCP4
M3	KCNA1	FBF1
M3	KCNA1	FES
M3	KCNA1	C10orf82
M3	SYT1	YES1
M3	SYT1	ANKRD42
M3	RGS10	UBXN10
M3	ZNF638	PCDHA6
M3	DDB2	UBXN10
M3	ATXN7	PCDHA3
M3	MEPE	CBLN1
M3	TIMM44	UBXN10
M3	ARNT	PCDHA6
M3	PRDM2	CALY
M3	NLRC4	CBLN1
M3	ELANE	CALB2
M3	LRRK2	FGF9
M3	CSMD1	CHGB
M3	CD82	CBLN1
M3	XPC	CBLN1
M3	EPHB4	CBLN1
M3	AGTR2	CBLN1
M3	DDN	RPL26L1
M3	ASH2L	ELAVL2
M3	MED21	CBLN1
M3	FARP2	CBLN1
M3	SEC24C	CBLN1
M3	PSMD2	CBLN1
M3	ZBTB47	CBLN1
M3	DUSP22	CDK5R2
M3	RPS17	CBLN1
M3	STAT3	CBLN1
M3	CELF4	FOXL1
M3	CELF4	WBSCR27
M3	CELF4	HOXA2
M3	DICER1	ZNF385B
M3	IPO11	CBLN1
M3	SRP72	CBLN1
M3	ARFIP1	CBLN1
M3	CSH2	CBLN1
M3	SOS1	PRDM8
M3	ZBTB21	DLGAP2
M3	NFATC2	PRDM8
M3	PARP3	CBLN1
M3	PPP1R37	CBLN1
M3	AICDA	CBLN1
M3	PSD	CBLN1
M3	PTPRN2	ELAVL2
M3	XPO5	ELAVL2
M3	OGG1	ST6GALNAC5
M3	INTS5	PRDM8
M3	PLBD1	ELAVL2
M3	MAPK7	ELAVL2
M3	PPIF	CBLN1
M3	PLCB3	ELAVL2
M3	SETD1B	ELAVL2
M3	NTN3	ELAVL2
M3	FKTN	ELAVL2
M3	HECTD1	ELAVL2
M3	MEX3C	ELAVL2
M3	TNNI1	ELAVL2
M3	GSN	ELAVL2
M3	PTBP2	ELAVL2
M3	DIRAS2	GLT6D1
M3	HMMR	SYNPR
M3	CCND3	CBLN1
M3	IRS4	STYXL1
M3	CNGA1	PCDHA3
M3	PRKCG	SYNGR2
M3	DLGAP2	IL12RB1
M3	ZZZ3	SYNPR
M3	JAKMIP1	MED29
M3	JAKMIP1	WDR5B
M3	ELP3	ELAVL2
M3	ISL1	SHANK1
M3	RELB	SYNPR
M3	SH3GL2	CEP290
M3	SH3GL2	CHPF
M3	SH3GL2	UBOX5
M3	SH3GL2	HERPUD1
M3	SH3GL2	CTDSP1
M3	LAS1L	TAGLN3
M3	PRDM8	EIF1AX
M3	PRDM8	TNP1
M3	MPP4	GABRB1
M3	PSME4	CBLN1
M3	RPL13A	CBLN1
M3	SPESP1	HAUS4
M3	SPESP1	AGPAT2
M3	SPESP1	DNM1L
M3	SPESP1	DOK1
M3	SPESP1	LARP4
M3	ADRA2C	MOSPD3
M3	WDR44	BRINP1
M3	HIST2H3A	ZNF385B
M3	AKT1	SYNPR
M3	PTPN4	SYNPR
M3	BGLAP	SHANK1
M3	CHRNA7	SYNPR
M3	NOS1AP	SHANK1
M3	RBP2	SYNPR
M3	CDK5R2	FBF1
M3	CDK5R2	PSMD9
M3	CDK5R2	USP4
M3	CDK5R2	GFI1B
M3	CDK5R2	KCNJ5
M3	CDK5R2	EXOSC7
M3	CDK5R2	DERL2
M3	CDK5R2	HOXB2
M3	LRP4	ZNF385B
M3	RSPO2	SYNPR
M3	FGF9	KDELC2
M3	FGF9	CD14
M3	FGF9	PYDC1
M3	FGF9	HCLS1
M3	FGF9	ETHE1
M3	FGF9	PLLP
M3	FGF9	EDA
M3	FGF9	NPC1
M3	FGF9	MITF
M3	FGF9	SYNPR
M3	FGF9	ZCCHC2
M3	FGF9	MED8
M3	FGF9	ITPKA
M3	FGF9	TMEM216
M3	FGF9	CMKLR1
M3	FGF9	BICD2
M3	FGF9	CYP27C1
M3	FGF9	EEFSEC
M3	FGF9	GIMAP4
M3	FGF9	MBNL1
M3	FGF9	CELA3A
M3	FGF9	UNC5B
M3	FGF9	CYFIP2
M3	FGF9	DKC1
M3	FGF9	KRTAP11-1
M3	FGF9	E4F1
M3	FGF9	TAF4
M3	FGF9	MPV17L
M3	FGF9	ERBB2IP
