Module	Gene1	Gene2
M3	PIP5K1B	TGFB2
M3	PIP5K1B	CYBB
M3	PIP5K1B	GRPEL1
M3	PIP5K1B	COX6A2
M3	PIP5K1B	PHACTR2
M3	PIP5K1B	NFATC1
M3	PIP5K1B	NT5DC1
M3	PIP5K1B	HIST1H3F
M3	PIP5K1B	AQP11
M3	PIP5K1B	AQP9
M3	PIP5K1B	TNKS
M3	PIP5K1B	CCDC57
M3	PIP5K1B	PPAP2C
M3	PIP5K1B	ESF1
M3	PIP5K1B	LSR
M3	PIP5K1B	ZNF208
M3	PIP5K1B	MTPAP
M3	PIP5K1B	PDLIM3
M3	PIP5K1B	PICK1
M3	PIP5K1B	SLC9A3R1
M3	PIP5K1B	MAPK11
M3	PIP5K1B	PCDH17
M3	PIP5K1B	ZNF277
M3	PIP5K1B	AIM1
M3	PIP5K1B	CXCL6
M3	PIP5K1B	RABEP1
M3	PIP5K1B	ZNF236
M3	PIP5K1B	ECE1
M3	PIP5K1B	FAM109A
M3	PIP5K1B	CLDN10
M3	PIP5K1B	PIGA
M3	PIP5K1B	PLA2G7
M3	PIP5K1B	IGDCC3
M3	PIP5K1B	VWDE
M3	PIP5K1B	C18orf25
M3	PIP5K1B	GUCY2C
M3	PIP5K1B	NSMAF
M3	PIP5K1B	ELAVL3
M3	PIP5K1B	SMIM7
M3	PIP5K1B	WDR88
M3	PIP5K1B	MBOAT7
M3	PIP5K1B	NHLRC3
M3	PIP5K1B	MIDN
M3	PIP5K1B	NCS1
M3	PIP5K1B	POLR1B
M3	PIP5K1B	SMARCC1
M3	PIP5K1B	FOXP4
M3	PIP5K1B	ANAPC13
M3	PIP5K1B	RBM15B
M3	PIP5K1B	LOXL2
M3	PIP5K1B	BZW2
M3	PIP5K1B	MCCC2
M3	PIP5K1B	CDIPT
M3	PIP5K1B	SFR1
M3	PIP5K1B	LYPLAL1
M3	PIP5K1B	TUBGCP6
M3	PIP5K1B	KCNJ16
M3	PIP5K1B	RP2
M3	PIP5K1B	COG1
M3	PIP5K1B	TXNRD3
M3	PIP5K1B	PEX7
M3	PIP5K1B	SAP130
M3	PIP5K1B	SHPK
M3	PIP5K1B	SFPQ
M3	PIP5K1B	SOD2
M3	PIP5K1B	CFHR5
M3	PIP5K1B	ANKH
M3	PIP5K1B	U2AF2
M3	PIP5K1B	CHUK
M3	PIP5K1B	NDUFS8
M3	PIP5K1B	CENPJ
M3	PIP5K1B	ZNF22
M3	PIP5K1B	LUC7L3
M3	PIP5K1B	BSPRY
M3	PIP5K1B	ARL14EP
M3	FAS	VWA5B2
M3	DHX9	CAMSAP3
M3	DHX9	PRDM8
M3	CSNK1D	CAMSAP3
M3	COG5	CAMK2A
M3	COG5	KCNJ4
M3	CABLES2	CELF3
M3	TRHDE	LRRFIP2
M3	TRHDE	TOPBP1
M3	TRHDE	TAF1A
M3	TRHDE	LARP1
M3	TRHDE	LBH
M3	TRHDE	CLIC3
M3	TRHDE	SERPINF1
M3	TRHDE	COL4A2
M3	TRHDE	OLIG2
M3	TRHDE	THRB
M3	TRHDE	EVA1C
M3	TRHDE	MIPEP
M3	TRHDE	PPP1R9B
M3	TRHDE	MYOC
M3	TRHDE	LIN37
M3	TRHDE	PSMD4
M3	TRHDE	UMOD
M3	TRHDE	GATA3
M3	TRHDE	ECEL1
M3	TRHDE	EIF3K
M3	TRHDE	LNPEP
M3	TRHDE	CES1
M3	TRHDE	ZNF141
M3	TRHDE	DLX2
M3	TRHDE	MAPKAP1
M3	TRHDE	CYBB
M3	TRHDE	CDKN1A
M3	TRHDE	GID8
M3	TRHDE	PAPD7
M3	TRHDE	POLR2J
M3	TRHDE	CLNS1A
M3	TRHDE	PLXNB1
M3	TRHDE	CARD11
M3	TRHDE	SPATA7
M3	TRHDE	EPS8
M3	TRHDE	WT1
M3	TRHDE	SATB2
M3	TRHDE	SNAPC2
M3	TRHDE	CPNE7
M3	TRHDE	PGC
M3	TRHDE	FAM3A
M3	TRHDE	NXPE4
M3	TRHDE	PPP6C
M3	TRHDE	TRIP12
M3	TRHDE	UHRF1BP1
M3	TRHDE	MYLK
M3	TRHDE	ING3
M3	TRHDE	AMPD2
M3	TRHDE	ANAPC13
M3	TRHDE	BRF2
M3	TRHDE	ARHGAP29
M3	TRHDE	GPKOW
M3	TRHDE	PLP1
M3	TRHDE	TRIM59
M3	TRHDE	RC3H2
M3	TRHDE	PC
M3	TRHDE	NOSTRIN
M3	TRHDE	DDX28
M3	TRHDE	ZNF257
M3	TRHDE	GPR153
M3	TRHDE	NPRL3
M3	TRHDE	HIST1H2BN
M3	TRHDE	MAML2
M3	TRHDE	ROR2
M3	TRHDE	PANX2
M3	TRHDE	TMEM170A
M3	TRHDE	ZNF287
M3	TRHDE	OTUD7A
M3	TRHDE	USP28
M3	TRHDE	ORC4
M3	TRHDE	RPS15
M3	TRHDE	PKD1
M3	TRHDE	GRINA
M3	TRHDE	COQ7
M3	TRHDE	OR5A1
M3	TRHDE	PXMP4
M3	TRHDE	DIDO1
M3	TRHDE	CLEC6A
M3	TRHDE	HHLA3
M3	TRHDE	SLC9A4
M3	TRHDE	CCT2
M3	TRHDE	COPS2
M3	TRHDE	MKI67IP
M3	TRHDE	RPP40
M3	TRHDE	CNTN1
M3	TRHDE	MAST4
M3	TRHDE	CASC5
M3	TRHDE	OSTC
M3	TRHDE	UPF1
M3	TRHDE	SPTLC1
M3	TRHDE	METTL20
M3	TRHDE	APOBEC3F
M3	TRHDE	EPHB3
M3	TRHDE	CSHL1
M3	TRHDE	DPF3
M3	TRHDE	POLDIP3
M3	TRHDE	FUT10
M3	TRHDE	PRICKLE1
M3	TRHDE	AKAP10
M3	TRHDE	WDR25
M3	TRHDE	CYP27A1
M3	TRHDE	CBFA2T2
M3	TRHDE	ASF1A
M3	TRHDE	CRTC1
M3	TRHDE	PDCD2
M3	TRHDE	ULK3
M3	TRHDE	EMC10
M3	TRHDE	ZC3H13
M3	TRHDE	SIRT5
M3	TRHDE	BMI1
M3	TRHDE	KRT18
M3	TRHDE	NHLRC1
M3	TRHDE	MED13L
M3	TRHDE	HIC2
M3	TRHDE	SUCLG2
M3	TRHDE	VPS26B
M3	TRHDE	CILP
M3	TRHDE	CLGN
M3	TRHDE	PYDC1
M3	TRHDE	PITHD1
M3	TRHDE	HCLS1
M3	TRHDE	ATAD3A
M3	TRHDE	CLDN5
M3	TRHDE	ETHE1
M3	TRHDE	LRIG3
M3	TRHDE	MOB3C
M3	TRHDE	LGMN
M3	TRHDE	NME7
M3	TRHDE	LHPP
M3	TRHDE	CARD14
M3	TRHDE	FAM13B
M3	TRHDE	MTNR1A
M3	TRHDE	HLA-DMB
M3	TRHDE	TRAIP
M3	TRHDE	MARCH5
M3	TRHDE	PAG1
M3	TRHDE	DMBT1
M3	TRHDE	SYTL2
M3	TRHDE	G6PD
M3	TRHDE	OSBPL10
M3	TRHDE	HERC1
M3	TRHDE	USP53
M3	TRHDE	KIAA0196
M3	TRHDE	ACTL7A
M3	TRHDE	SLC25A21
M3	TRHDE	ATP6V1C1
M3	TRHDE	CNPPD1
M3	TRHDE	CHMP1A
M3	TRHDE	PLLP
M3	TRHDE	EDA
M3	TRHDE	ADCY10
M3	TRHDE	VAC14
M3	TRHDE	PDCL
M3	TRHDE	TUB
M3	TRHDE	KCNG1
M3	TRHDE	IL1RAPL1
M3	TRHDE	YWHAG
M3	TRHDE	ZNF8
M3	TRHDE	MRPL20
M3	TRHDE	C1orf111
M3	TRHDE	RUFY1
M3	TRHDE	ZNF706
M3	TRHDE	R3HDML
M3	TRHDE	EVA1A
M3	TRHDE	NDFIP1
M3	TRHDE	HIST1H2AA
M3	TRHDE	ICMT
M3	TRHDE	PABPN1L
M3	TRHDE	TNFSF15
M3	TRHDE	FBXW4
M3	TRHDE	CES3
M3	TRHDE	FMO3
M3	TRHDE	THBS2
M3	TRHDE	PLD4
M3	TRHDE	PASD1
M3	TRHDE	AKNA
M3	TRHDE	SCIMP
M3	TRHDE	ATHL1
M3	TRHDE	ADAM15
M3	TRHDE	NIPSNAP1
M3	TRHDE	KLHL1
M3	TRHDE	MARC2
M3	TRHDE	SLC25A51
M3	TRHDE	FAHD1
M3	TRHDE	TERF1
M3	TRHDE	TPT1
M3	TRHDE	SLC9A7
M3	TRHDE	WDR75
M3	TRHDE	NUP88
M3	TRHDE	C1orf52
M3	TRHDE	PTCH2
M3	TRHDE	BTBD9
M3	TRHDE	F2RL2
M3	TRHDE	TRIP6
M3	TRHDE	KIAA1715
M3	TRHDE	NAGK
M3	TRHDE	PTPMT1
M3	TRHDE	SUV420H1
M3	TRHDE	ACKR4
M3	TRHDE	TMEM246
M3	TRHDE	PNMA2
M3	TRHDE	MDH2
M3	TRHDE	ATP6V0C
M3	TRHDE	SRP9
M3	TRHDE	MYH3
M3	TRHDE	POLA1
M3	TRHDE	ABCD4
M3	TRHDE	MED8
M3	TRHDE	ITPKA
M3	TRHDE	TMEM216
M3	TRHDE	EEFSEC
M3	TRHDE	GIMAP4
M3	TRHDE	UNC5B
M3	TRHDE	CYFIP2
M3	TRHDE	TAF4
M3	TRHDE	ERBB2IP
M3	TRHDE	SIGMAR1
M3	TRHDE	ABCA13
M3	TRHDE	SFT2D3
M3	TRHDE	AKAP8L
M3	TRHDE	TACO1
M3	TRHDE	ZMYM1
M3	TRHDE	KDM4D
M3	TRHDE	EIF3G
M3	TRHDE	KCNB1
M3	TRHDE	GGA1
M3	TRHDE	ORC2
M3	TRHDE	ZNHIT2
M3	TRHDE	NDUFV1
M3	TRHDE	LRCH3
M3	TRHDE	C15orf43
M3	TRHDE	SUN2
M3	TRHDE	RCL1
M3	TRHDE	C2CD3
M3	TRHDE	CABYR
M3	TRHDE	MRPL52
M3	TRHDE	PEX6
M3	TRHDE	CRIP1
M3	TRHDE	PKDREJ
M3	TRHDE	LPO
M3	TRHDE	WDR73
M3	TRHDE	SLC35A2
M3	KHDRBS2	TTLL5
M3	KHDRBS2	CD59
M3	KHDRBS2	CCNB2
M3	KHDRBS2	RIMS4
M3	KHDRBS2	MLLT1
M3	KHDRBS2	TRIP13
M3	KHDRBS2	CCDC42
M3	KHDRBS2	PFN2
M3	KHDRBS2	AGRN
M3	KHDRBS2	CSRP3
M3	KHDRBS2	CDH3
M3	KHDRBS2	PTP4A1
M3	KHDRBS2	C4BPA
M3	KHDRBS2	IL22
M3	KHDRBS2	PTK2
M3	KHDRBS2	PRKAA2
M3	KHDRBS2	RANBP1
M3	KHDRBS2	LMO7
M3	KHDRBS2	FIP1L1
M3	KHDRBS2	DAB2IP
M3	KHDRBS2	PIM2
M3	KHDRBS2	KIRREL
M3	KHDRBS2	PRKAB2
M3	KHDRBS2	RAB5B
M3	KHDRBS2	NOTCH1
M3	KHDRBS2	COL4A2
M3	KHDRBS2	PTPRU
M3	KHDRBS2	DNAJC5
M3	KHDRBS2	ATP1A3
M3	KHDRBS2	MCFD2
M3	KHDRBS2	PSMB1
M3	KHDRBS2	MIPEP
M3	KHDRBS2	STON2
M3	KHDRBS2	CDH8
M3	KHDRBS2	OLIG3
M3	KHDRBS2	PEX2
M3	KHDRBS2	RRAS
M3	KHDRBS2	ARPC1B
M3	KHDRBS2	CLSPN
M3	KHDRBS2	MAPK8IP1
M3	KHDRBS2	AMMECR1L
M3	KHDRBS2	ULBP2
M3	KHDRBS2	MCRS1
M3	KHDRBS2	FOLR3
M3	KHDRBS2	CAMSAP3
M3	KHDRBS2	SCMH1
M3	KHDRBS2	ZNF324B
M3	KHDRBS2	RNF43
M3	KHDRBS2	TGFB2
M3	KHDRBS2	MMAA
M3	KHDRBS2	KIAA0101
M3	KHDRBS2	PECR
M3	KHDRBS2	UBXN1
M3	KHDRBS2	AKR1B1
M3	KHDRBS2	CLCA1
M3	KHDRBS2	CENPA
M3	KHDRBS2	NOSIP
M3	KHDRBS2	NLRC5
M3	KHDRBS2	TRIM24
M3	KHDRBS2	GAS1
M3	KHDRBS2	PTPRCAP
M3	KHDRBS2	MT1G
M3	KHDRBS2	SLC22A1
M3	KHDRBS2	AIPL1
M3	KHDRBS2	GLMN
M3	KHDRBS2	FTCD
M3	KHDRBS2	JMJD6
M3	KHDRBS2	TGDS
M3	KHDRBS2	DDX21
M3	KHDRBS2	KRT8
M3	KHDRBS2	TM9SF1
M3	KHDRBS2	ABCA6
M3	KHDRBS2	MAST4
M3	KHDRBS2	CPSF3L
M3	KHDRBS2	ADAMTS9
M3	KHDRBS2	MED13L
M3	KHDRBS2	UNC93B1
M3	KHDRBS2	EIF3M
M3	KHDRBS2	FMO3
M3	KHDRBS2	THBS2
M3	KHDRBS2	PLD4
M3	KHDRBS2	PASD1
M3	KHDRBS2	AKNA
M3	KHDRBS2	CCPG1
M3	KHDRBS2	ST6GALNAC2
M3	KHDRBS2	ANXA5
M3	KPNA2	GRIN2B
M3	KPNA2	CAMSAP3
M3	KPNA2	NAP1L2
M3	RPL23A	GNG3
M3	RPL23A	ACVR1C
M3	POLR3B	CACNG3
M3	ZFP91	NPTX1
M3	ZFP91	GRIN2B
M3	PTPRA	CAMSAP3
M3	MAPK8	CACNG3
M3	CD163	CACNG3
M3	RPLP1	PCDH8
M3	TTLL5	NAP1L2
M3	SPOCD1	CACNG3
M3	SENP8	NPTX1
M3	SENP8	CKMT1A
M3	MICALL1	MPPED1
M3	SLC12A2	CACNG3
M3	SLC12A2	ST6GALNAC5
M3	SLC12A2	NAP1L2
M3	CRHR1	POLR1D
M3	CRHR1	TESK1
M3	CRHR1	PFN2
M3	CRHR1	AGRN
M3	CRHR1	SLC1A1
M3	CRHR1	PRF1
M3	CRHR1	PTP4A1
M3	CRHR1	ATP2A3
M3	CRHR1	ANKRD28
M3	CRHR1	C4B
M3	CRHR1	LMO2
M3	CRHR1	DBF4
M3	CRHR1	ANAPC7
M3	CRHR1	S100A13
M3	CRHR1	NAT10
M3	CRHR1	C1orf94
M3	CRHR1	IKBKAP
M3	CRHR1	IL12RB1
M3	CRHR1	COX6A2
M3	CRHR1	MIA2
M3	CRHR1	UBLCP1
M3	CRHR1	PXDNL
M3	CRHR1	BTG2
M3	CRHR1	DUS4L
M3	CRHR1	MROH1
M3	CRHR1	MOB1B
M3	CRHR1	PTPRT
M3	CRHR1	SGCG
M3	CRHR1	TIMM8B
M3	CRHR1	ZNF473
M3	CRHR1	HOXD11
M3	DOCK4	RIMBP2
M3	DOCK4	CBLN1
M3	DOCK4	ST6GALNAC5
M3	CD59	CAMK2A
M3	HOXD12	RIMBP2
M3	TMPO	RSPO4
M3	ZFR	IRS4
M3	ZFR	ST6GALNAC5
M3	TESK2	CBLN1
M3	TESK2	ST6GALNAC5
M3	TESK2	DOC2B
M3	TESK2	SLC17A7
M3	CHMP2A	NOS1
M3	CHMP2A	CKMT1A
M3	CHMP2A	VWA5B2
M3	CHMP2A	CACNG3
M3	CHMP2A	NAP1L2
M3	JUP	MPPED1
M3	JUP	RIMBP2
M3	JUP	NPTX1
M3	JUP	SST
M3	JUP	SPESP1
M3	JUP	CAMK1G
M3	JUP	CACNA2D3
M3	ECHDC1	SYT1
M3	ECHDC1	CBLN4
M3	NAA16	PCDH8
M3	SYTL4	ADRA2C
M3	SYTL4	VWA5B2
M3	CBL	IRS4
M3	CBL	CAMKV
M3	NCAN	MPPED1
M3	NCAN	ELAVL2
M3	ZNF165	CACNG3
M3	ZNF165	ST6GALNAC5
M3	ZNF165	NAP1L2
M3	ADARB1	CPNE7
M3	ADARB1	ST6GALNAC5
M3	CDK19	NPTX1
M3	CDK19	ATP1A3
M3	CDK19	ST6GALNAC5
M3	PHACTR4	CDKL2
M3	PHACTR4	CHGB
M3	HMGB3	CACNG3
M3	RPA4	PCDH8
M3	CRIPAK	SULT4A1
M3	PAK1	RGS8
M3	RAB32	MPPED1
M3	RAB32	CACNG3
M3	POLDIP2	IRS4
M3	BTBD3	SST
M3	BTBD3	SPHKAP
M3	BTBD3	CAMK1G
M3	TRIM36	CPNE7
M3	PEMT	VWA5B2
M3	PEMT	CACNG3
M3	TAPBP	MAL2
M3	TAPBP	IRS4
M3	TAPBP	ST6GALNAC5
M3	ARHGAP31	PRDM8
M3	KLHL24	ST6GALNAC5
M3	TIMM8A	PRDM8
M3	FBXO22	NPTX1
M3	FBXO22	ST6GALNAC5
M3	FBXO22	CACNA2D3
M3	CXCR4	CACNG3
M3	CXCR4	NAP1L2
M3	PPL	IRS4
M3	PPL	ST6GALNAC5
M3	RPL8	CBLN1
M3	POLR1D	MPPED1
M3	POLR1D	IRS4
M3	BAZ1B	PCDH8
M3	NCL	DOC2B
M3	TMCC2	ATP1A3
M3	TMCC2	RSPO4
M3	PDX1	CACNG3
M3	PDX1	SEZ6
M3	ZCCHC11	KCNA1
M3	ZCCHC11	PRDM8
M3	TROAP	SPHKAP
M3	TROAP	ST6GALNAC5
M3	KLKB1	RIMBP2
M3	CCNB2	KCNA1
M3	CCNB2	CELF3
M3	PCID2	CKMT1A
M3	TSG101	MPPED1
M3	TSG101	CHGB
M3	RRAGA	SYT1
M3	RRAGA	PRDM8
M3	RRAGA	NELL1
M3	LRPAP1	CELF3
M3	LRPAP1	CRB1
M3	LRPAP1	SEZ6
M3	KLC2	NPTX1
M3	KLC2	C11orf87
M3	KLC2	CACNA2D3
M3	SRSF9	NPTX1
M3	SRSF9	ST6GALNAC5
M3	SLC3A2	HRK
M3	SLC3A2	GRIN1
M3	SLC3A2	IRS4
M3	SLC3A2	CDK5R2
M3	SLC3A2	PPP4R4
M3	SLC3A2	CKMT1A
M3	SLC3A2	CDKL2
M3	SLC3A2	CALY
M3	LRRFIP2	GRM7
M3	WDR12	CPNE7
M3	WDR12	CHGB
M3	WDR12	ST6GALNAC5
M3	RIMS4	MPPED1
M3	RIMS4	VWA5B2
M3	RIMS4	ATP2B3
M3	PIAS4	MPPED1
M3	MLLT1	SST
M3	MLLT1	ATP2B3
M3	SDK1	CACNG3
M3	SKI	SERTAD4
M3	SKI	CAMSAP3
M3	SKI	IRS4
M3	SKI	CACNG3
M3	SKI	ST6GALNAC5
M3	SKI	NAP1L2
M3	KIF20A	IRS4
M3	KIF20A	CAMK1G
M3	KIF20A	CACNG3
M3	KIF20A	ST6GALNAC5
M3	KIF20A	ATP2B3
M3	NPM3	PRDM8
M3	NPM3	PCDHA1
M3	NPM3	CHGB
M3	RBBP8	MAL2
M3	GPC3	ASIC2
M3	GPC3	IRS4
M3	ACKR3	CPNE7
M3	ACKR3	CAMK1G
M3	ACKR3	ST6GALNAC5
M3	RBCK1	IRS4
M3	RBCK1	ST6GALNAC5
M3	RBCK1	DOC2B
M3	PI4KB	CELF3
M3	MAL2	AHRR
M3	MAL2	PTP4A1
M3	MAL2	YTHDC1
M3	MAL2	CTSK
M3	MAL2	MPP2
M3	MAL2	MCFD2
M3	MAL2	EEF1B2
M3	MAL2	MIA2
M3	MAL2	TCEA3
M3	MAL2	OR5A1
M3	MAL2	PRICKLE1
M3	MAL2	CACNG3
M3	MAL2	PXDNL
M3	MAL2	ITPKB
M3	MAL2	NPAS1
M3	MAL2	SYNDIG1
M3	MAL2	DCK
M3	MAL2	KAL1
M3	MAL2	CWF19L2
M3	MAL2	TP53
M3	MAL2	GCN1L1
M3	MAL2	CYP27A1
M3	MAL2	PNKP
M3	MAL2	PAGR1
M3	MAL2	LLGL2
M3	MAL2	MAGI2
M3	MAL2	KRT2
M3	MAL2	FZD9
M3	MAL2	SKP1
M3	MAL2	SLC25A51
M3	FZD4	SST
M3	FZD4	IRS4
M3	FZD4	CACNG3
M3	FZD4	ST6GALNAC5
M3	TSNAX	ST6GALNAC5
M3	TSNAX	NAP1L2
M3	PTGDS	MPPED1
M3	PTGDS	GRM7
M3	SOX6	MPPED1
M3	SOX6	CACNG3
M3	SOX6	ST6GALNAC5
M3	SOX6	NAP1L2
M3	MYO10	ATP2B3
M3	MYO10	NAP1L2
M3	DUSP10	DDN
M3	TESK1	ATP2B3
M3	ID1	SLC32A1
M3	TRIO	CAMSAP3
M3	HOOK1	FILIP1
M3	HOOK1	STAP2
M3	HOOK1	ESRRA
M3	HOOK1	ELP5
M3	HOOK1	GTF3C2
M3	HOOK1	IFITM1
M3	HOOK1	MSL2
M3	HOOK1	SMUG1
M3	HOOK1	SPERT
M3	HOOK1	IFI35
M3	HOOK1	HCFC1
M3	CAMK2A	RBM11
M3	CAMK2A	LDB1
M3	CAMK2A	AGRN
M3	CAMK2A	ADAP1
M3	CAMK2A	IRF2BPL
M3	CAMK2A	LBH
M3	CAMK2A	SERPINF1
M3	CAMK2A	ATP1A3
M3	CAMK2A	BMPR1A
M3	CAMK2A	PROSER1
M3	CAMK2A	RPL11
M3	CAMK2A	RAB4A
M3	CAMK2A	LIN37
M3	CAMK2A	RPL35A
M3	CAMK2A	HFE
M3	CAMK2A	EVC2
M3	CAMK2A	TRIM56
M3	CAMK2A	CAMSAP3
M3	CAMK2A	NFATC2IP
M3	CAMK2A	GALNT5
M3	CAMK2A	APOB
M3	CAMK2A	CSH2
M3	CAMK2A	PARP3
M3	CAMK2A	ZNF141
M3	CAMK2A	HDAC8
M3	CAMK2A	IBA57
M3	CAMK2A	ZBTB17
M3	CAMK2A	IPO4
M3	CAMK2A	TTC37
M3	CAMK2A	PROP1
M3	CAMK2A	VWDE
M3	CAMK2A	MCCC2
M3	CAMK2A	LYPLAL1
M3	CAMK2A	SOAT2
M3	CAMK2A	SENP2
M3	CAMK2A	TMC7
M3	CAMK2A	WBP1L
M3	CAMK2A	SERHL2
M3	CAMK2A	VTA1
M3	CAMK2A	RPS6KA2
M3	CAMK2A	SLC45A1
M3	CAMK2A	MAGI2
M3	CAMK2A	POLR2M
M3	CAMK2A	CBFA2T2
M3	CAMK2A	HSPA12A
M3	CAMK2A	ASF1A
M3	CAMK2A	PNRC1
M3	CAMK2A	SMIM3
M3	CAMK2A	MMP7
M3	CAMK2A	PA2G4
M3	CAMK2A	CCDC117
M3	CAMK2A	PAPOLG
M3	CAMK2A	TSC22D2
M3	CAMK2A	EXOC6B
M3	CAMK2A	FMN1
M3	CAMK2A	DCAF10
M3	CAMK2A	TMEM179B
M3	CAMK2A	BMI1
M3	CAMK2A	NMRAL1
M3	CAMK2A	MED13L
M3	CAMK2A	C8B
M3	CAMK2A	VCY
M3	CAMK2A	TBC1D10A
M3	CAMK2A	RFX2
M3	CAMK2A	TNFRSF13C
M3	CAMK2A	DHFR
M3	CAMK2A	UNC93B1
M3	CAMK2A	THBS4
M3	CAMK2A	CTR9
M3	CAMK2A	NHP2
M3	CAMK2A	KRT26
M3	CAMK2A	TDRKH
M3	CAMK2A	EFCAB2
M3	CAMK2A	WNT9B
M3	CAMK2A	UGT2B7
M3	CAMK2A	ALG14
M3	CAMK2A	PRRG2
M3	CAMK2A	NUDT15
M3	CAMK2A	ATP6V1C1
M3	CAMK2A	CIC
M3	CAMK2A	CLOCK
M3	CAMK2A	IFNA2
M3	CAMK2A	ZFP1
M3	CAMK2A	TMOD3
M3	CAMK2A	PSMG1
M3	CAMK2A	ABCF1
M3	CAMK2A	SP1
M3	CAMK2A	IL37
M3	CAMK2A	TNFSF15
M3	CAMK2A	SSTR3
M3	CAMK2A	PPM1L
M3	CAMK2A	CES3
M3	CAMK2A	FMO3
M3	CAMK2A	PASD1
M3	CAMK2A	CCPG1
M3	CAMK2A	SCIMP
M3	CAMK2A	AKIP1
M3	CAMK2A	NBAS
M3	CAMK2A	GRM6
M3	CAMK2A	GYPA
M3	CAMK2A	IL18RAP
M3	CAMK2A	MITF
M3	CAMK2A	WDR18
M3	CAMK2A	FOXS1
M3	CAMK2A	HIST1H3B
M3	CAMK2A	BRE
M3	CAMK2A	FAM206A
M3	CAMK2A	CRYBB2
M3	CAMK2A	CELF1
M3	CAMK2A	DPCR1
M3	CAMK2A	BMP8B
M3	CAMK2A	PTOV1
M3	CAMK2A	NR4A1
M3	CAMK2A	CXXC5
M3	CAMK2A	KIAA0922
M3	CAMK2A	RAI14
M3	CAMK2A	XRCC6
M3	CAMK2A	APTX
M3	CAMK2A	MDC1
M3	CAMK2A	ZMYM1
M3	CAMK2A	MAML3
M3	CAMK2A	ZNF763
M3	CAMK2A	AHNAK2
M3	CAMK2A	CDC123
M3	CAMK2A	KLF9
M3	CAMK2A	TAF1B
M3	CAMK2A	PEX6
M3	CAMK2A	STX6
M3	CAMK2A	PRKRA
M3	CAMK2A	KIF4A
M3	CAMK2A	LMCD1
M3	CAMK2A	PRTN3
M3	CAMK2A	RPS10
M3	CAMK2A	CST9
M3	CAMK2A	CARD18
M3	CAMK2A	FGR
M3	CAMK2A	SNX3
M3	CAMK2A	MAATS1
M3	CAMK2A	MYO1C
M3	CAMK2A	SMN2
M3	CAMK2A	RPS6
M3	CAMK2A	MED18
M3	CAMK2A	SKIV2L2
M3	CAMK2A	FAM3B
M3	CAMK2A	CDC73
M3	CAMK2A	ARPP21
M3	CAMK2A	C11orf70
M3	CAMK2A	MPST
M3	CAMK2A	VDAC2
M3	CAMK2A	THBS1
M3	CAMK2A	EFNB1
M3	CAMK2A	SPEF2
M3	CAMK2A	CLEC1B
M3	CAMK2A	EHBP1L1
M3	CAMK2A	H6PD
M3	CAMK2A	URB1
M3	CAMK2A	TEX37
M3	CAMK2A	TAF4B
M3	MAP3K1	KCNA1
M3	PPAP2B	TBX5
M3	PPAP2B	ST6GALNAC5
M3	NOS1	ANKRD27
M3	NOS1	TLE4
M3	NOS1	TAGLN
M3	NOS1	LRRC23
M3	NOS1	LNPEP
M3	NOS1	CHRNA7
M3	NOS1	PRKD3
M3	NOS1	SNTB2
M3	NOS1	SLC19A3
M3	NOS1	EFCAB5
M3	NOS1	SORCS1
M3	NOS1	NLRP12
M3	NOS1	TRPC3
M3	NOS1	TAP2
M3	NOS1	TBC1D2
M3	TRAPPC5	C11orf87
M3	MYO16	SST
M3	MYO16	PRDM8
M3	MYO16	CAMK1G
M3	MYO16	CACNG3
M3	MYO16	CALY
M3	HOXB1	RSPO4
M3	PLEKHG2	CACNA2D3
M3	DPYSL3	ATP2B3
M3	ACAD11	ATP1A3
M3	ACAD11	ASIC2
M3	ACAD11	SPESP1
M3	ACAD11	ATP2B3
M3	GRIN2A	PTP4A1
M3	GRIN2A	SERPINF1
M3	GRIN2A	EEF1B2
M3	GRIN2A	BCL6
M3	GRIN2A	RAB13
M3	GRIN2A	SVIP
M3	GRIN2A	PSMA8
M3	GRIN2A	CCDC39
M3	GRIN2A	RGS14
M3	GRIN2A	TGFB2
M3	GRIN2A	SLC12A4
M3	GRIN2A	NOSIP
M3	GRIN2A	TFAP2C
M3	GRIN2A	GPAA1
M3	GRIN2A	SLC25A20
M3	GRIN2A	TRPS1
M3	GRIN2A	SYT9
M3	GRIN2A	PRKACG
M3	GRIN2A	CUL2
M3	GRIN2A	RPS6KA4
M3	GRIN2A	GFRA3
M3	GRIN2A	AMPD2
M3	GRIN2A	CXCL6
M3	GRIN2A	NAP1L2
M3	GRIN2A	TMEM179B
M3	GRIN2A	LZIC
M3	GRIN2A	ERCC6
M3	GRIN2A	CRTC1
M3	GRIN2A	LUC7L
M3	GRIN2A	CNTN2
M3	GRIN2A	ZNF148
M3	GRIN2A	SCIMP
M3	GRIN2A	GYPA
M3	GRIN2A	SGCG
M3	GRIN2A	GINS2
M3	GRIN2A	LALBA
M3	GRIN2A	IL18RAP
M3	GRIN2A	PEX5L
M3	GRIN2A	LIMK1
M3	GRIN2A	KIAA1586
M3	GRIN2A	ST6GALNAC2
M3	GRIN2A	VAMP7
M3	GRIN2A	ECSIT
M3	GRIN2A	SCAMP2
M3	GRIN2A	CRYBB2
M3	GRIN2A	ATRN
M3	GRIN2A	DOCK1
M3	GRIN2A	ANKRD24
M3	GRIN2A	UTP20
M3	GRIN2A	TMEM63A
